"","region_name","state_name","lat_max","lat_min","lng_max","lng_min","lat_avg","lng_avg","yearly_sunlight_kwh_kw_threshold_avg","count_qualified","percent_covered","percent_qualified","number_of_panels_n","number_of_panels_s","number_of_panels_e","number_of_panels_w","number_of_panels_f","number_of_panels_median","number_of_panels_total","kw_median","kw_total","yearly_sunlight_kwh_n","yearly_sunlight_kwh_s","yearly_sunlight_kwh_e","yearly_sunlight_kwh_w","yearly_sunlight_kwh_f","yearly_sunlight_kwh_median","yearly_sunlight_kwh_total","install_size_kw_buckets_json","carbon_offset_metric_tons","existing_installs_count"
"40952",48005000101,"Texas",31.52692032,31.3675499,-94.7038269,-95.00556946,31.44023132,-94.8536911,"1078.65",68,50.87719298,78.16091954,372,657,571,833,799,"42","3232","10.5","808",106642.6465,213358.2816,169073.7676,268222.1893,251587.1515,"12913.00898","1008884.036","[[0,19],[5,11],[10,22],[15,5],[20,5],[25,1],[30,1],[35,2],[40,1],[45,1]]",490.606635,0
"40953",48005000102,"Texas",31.39855957,31.22130013,-94.78922272,-94.96627808,31.3273201,-94.87110901,"1078.65",143,97.20670391,82.18390805,487,2701,1093,1529,5627,"43","11437","10.75","2859.25",138120.5557,898838.3944,320482.2112,464137.1466,1883477.934,"13506.19827","3705056.241","[[0,20],[5,39],[10,45],[15,16],[20,9],[25,4],[30,3],[35,2],[40,1],[65,1],[120,1],[175,1],[795,1]]",1801.718641,0
"40954",48005000200,"Texas",31.45960999,31.23940086,-94.61405182,-94.73345947,31.36891747,-94.67253113,"1078.65",589,96.36752137,65.29933481,3477,6393,5784,5660,15396,"36","36710","9","9177.5",1007832.185,2110433.765,1762477.527,1747924.836,5083654.638,"11178.50502","11712322.95","[[0,144],[5,185],[10,106],[15,58],[20,30],[25,13],[30,13],[35,5],[40,4],[45,4],[50,4],[55,2],[60,1],[65,3],[70,2],[75,1],[80,1],[85,1],[90,1],[95,1],[100,2],[105,2],[110,1],[150,1],[230,1],[245,1],[380,1],[395,1]]",6862.271831,1
"40955",48005000301,"Texas",31.41208076,31.32397079,-94.73146057,-94.81313324,31.37225151,-94.77484131,"1078.65",874,96.4378801,78.73873874,5643,10327,9038,13922,21252,"47","60182","11.75","15045.5",1614973.45,3378454.503,2688807.598,4376185.622,7028005.313,"14062.06102","19086426.49","[[0,148],[5,216],[10,203],[15,132],[20,69],[25,34],[30,15],[35,10],[40,3],[45,4],[50,5],[55,1],[60,4],[65,3],[70,2],[75,3],[80,3],[90,1],[95,3],[100,1],[110,1],[115,1],[120,2],[125,2],[140,1],[155,1],[200,1],[215,1],[250,1],[315,1],[330,1],[420,1]]",9281.47055,0
"40956",48005000302,"Texas",31.33226013,31.2206192,-94.72176361,-94.84864807,31.28145027,-94.78341675,"1078.65",470,95.72763685,65.55090656,2801,5490,5757,6261,14946,"42","35255","10.5","8813.75",801937.1347,1772301.633,1726440.262,1969318.565,4931676.533,"12874.97532","11201674.13","[[0,98],[5,120],[10,89],[15,47],[20,31],[25,17],[30,11],[35,4],[40,9],[45,5],[50,7],[55,3],[60,1],[65,3],[70,2],[75,1],[80,5],[85,1],[90,2],[95,3],[100,3],[105,3],[110,1],[120,1],[140,1],[200,1],[230,1]]",5570.344046,1
"40957",48005000400,"Texas",31.36673927,31.31728935,-94.72602844,-94.77707672,31.34211922,-94.75276947,"1078.65",1356,97.89590255,76.69683258,12516,22538,18569,22165,120391,"44","196179","11","49044.75",3607496.122,7569307.439,5638295.975,7064102.606,40366840.51,"13200.90715","64246042.65","[[0,250],[5,378],[10,209],[15,131],[20,66],[25,42],[30,34],[35,18],[40,21],[45,21],[50,19],[55,13],[60,15],[65,15],[70,7],[75,6],[80,5],[85,4],[90,7],[95,6],[100,7],[105,5],[110,3],[115,5],[120,7],[125,3],[130,3],[135,1],[140,2],[145,1],[150,1],[155,1],[160,2],[165,1],[170,1],[175,1],[180,1],[195,4],[200,2],[205,2],[220,1],[230,1],[235,1],[250,1],[280,2],[285,1],[305,1],[315,2],[325,1],[345,1],[350,1],[405,1],[420,1],[450,2],[475,1],[510,1],[565,1],[570,1],[620,1],[645,1],[690,1],[695,1],[720,1],[755,1],[830,1],[910,1],[960,1],[995,6]]",31241.97991,7
"40958",48005000500,"Texas",31.4023304,31.34534073,-94.70922089,-94.76335144,31.37066841,-94.73590851,"1078.65",1236,98.55358317,82.45496998,8513,13408,12452,14608,71356,"34","120337","8.5","30084.25",2451800.077,4556821.502,3806840.57,4693763.034,24019053,"10290.27639","39528278.18","[[0,283],[5,420],[10,223],[15,116],[20,31],[25,24],[30,16],[35,14],[40,6],[45,9],[50,6],[55,5],[60,3],[65,4],[70,3],[75,2],[80,1],[85,3],[90,7],[95,4],[100,1],[105,3],[110,3],[120,1],[125,3],[130,3],[135,3],[140,2],[145,4],[150,1],[155,3],[160,2],[175,1],[180,2],[185,1],[190,1],[220,1],[230,1],[235,1],[240,1],[245,1],[250,1],[255,1],[290,1],[325,1],[335,1],[345,1],[365,1],[395,1],[445,1],[455,1],[670,1],[775,1],[780,1],[995,3],[1000,1]]",19222.06601,0
"40959",48005000600,"Texas",31.37863922,31.32645988,-94.6690979,-94.72096252,31.34886169,-94.69599915,"1078.65",1766,98.02571166,82.71662763,11901,20292,19091,22262,59507,"35","133053","8.75","33263.25",3436066.062,6761251.661,5795381.342,7105146.239,19902837.89,"10966.54529","43000683.2","[[0,391],[5,592],[10,329],[15,178],[20,96],[25,33],[30,18],[35,11],[40,9],[45,12],[50,9],[55,3],[60,3],[65,7],[70,2],[75,7],[80,4],[85,5],[90,6],[95,2],[105,4],[115,3],[120,2],[125,1],[130,1],[135,3],[140,3],[145,3],[150,3],[155,1],[160,1],[170,2],[180,1],[190,1],[195,2],[210,1],[215,1],[225,1],[235,1],[245,1],[285,2],[350,1],[380,1],[395,1],[495,1],[530,1],[535,1],[540,1],[580,1],[585,1],[610,1],[995,1]]",26273.4268,2
"40960",48005000700,"Texas",31.35355949,31.32345963,-94.71727753,-94.73599243,31.33654213,-94.72583008,"1078.65",1050,98.66573034,74.73309609,6919,12989,9589,10092,63035,"35","102624","8.75","25656",2002326.414,4344928.571,2941872.286,3178975.364,21086107.22,"10914.75205","33554209.86","[[0,253],[5,332],[10,153],[15,70],[20,29],[25,30],[30,16],[35,19],[40,19],[45,9],[50,7],[55,12],[60,12],[65,4],[70,8],[75,7],[80,6],[85,2],[90,3],[95,5],[100,1],[105,5],[110,4],[115,3],[120,3],[125,2],[130,2],[135,1],[140,1],[145,5],[150,2],[155,2],[160,1],[170,2],[175,1],[190,1],[195,1],[205,1],[210,2],[215,1],[225,1],[235,1],[255,1],[260,1],[270,1],[275,1],[310,1],[360,1],[410,1],[480,1],[550,1],[590,1],[710,1]]",19463.14025,3
"40961",48005000800,"Texas",31.33666039,31.28183937,-94.66606903,-94.72801208,31.31129265,-94.7061615,"1078.65",1477,97.21115538,75.66598361,10986,22776,17088,18489,118322,"43","187661","10.75","46915.25",3177598.153,7433315.878,5196561.978,5701999.96,39486635.75,"13275.23183","60996111.72","[[0,262],[5,404],[10,273],[15,162],[20,75],[25,47],[30,34],[35,22],[40,13],[45,13],[50,15],[55,9],[60,10],[65,8],[70,9],[75,5],[80,2],[85,6],[90,9],[95,8],[100,1],[105,5],[110,3],[115,4],[120,4],[125,3],[130,3],[135,3],[140,1],[145,3],[150,1],[155,2],[160,3],[165,3],[170,4],[175,3],[180,1],[185,1],[190,1],[200,1],[205,2],[210,1],[220,1],[225,1],[235,1],[240,2],[245,3],[250,1],[255,3],[275,1],[285,1],[290,1],[295,1],[305,2],[310,1],[320,1],[345,1],[370,1],[385,1],[445,1],[465,1],[500,2],[510,1],[610,2],[645,1],[745,1],[930,1],[995,4],[1000,1]]",37268.63755,2
"40962",48005000901,"Texas",31.32925034,31.2990799,-94.72689056,-94.77731323,31.31454086,-94.75176239,"1078.65",640,97.86324786,69.86899563,7822,14725,10782,12705,24290,"49","70324","12.25","17581",2241999.536,4840548.917,3237423.675,4003065.706,8052940.314,"14911.14243","22375978.15","[[0,92],[5,160],[10,127],[15,64],[20,50],[25,28],[30,17],[35,11],[40,12],[45,6],[50,8],[55,9],[60,7],[65,7],[70,4],[80,3],[85,1],[90,5],[95,2],[100,2],[105,2],[110,1],[115,1],[120,2],[125,1],[130,4],[140,1],[145,1],[150,1],[160,1],[215,1],[230,2],[250,1],[300,1],[495,1],[535,1],[575,1],[700,1],[995,1]]",10881.13494,0
"40963",48005000902,"Texas",31.30948067,31.25424004,-94.70897675,-94.74848175,31.28258133,-94.72796631,"1078.65",435,98.2,88.59470468,6217,11080,8316,9255,46322,"64","81190","16","20297.5",1812255.044,3707615.758,2538287.842,2928954.549,15506329.09,"20650.1179","26493442.28","[[0,56],[5,76],[10,69],[15,46],[20,31],[25,21],[30,16],[35,8],[40,14],[45,6],[50,8],[55,11],[60,5],[65,3],[70,3],[75,3],[80,6],[85,6],[90,1],[95,2],[105,2],[110,6],[115,3],[120,1],[125,1],[140,2],[145,1],[150,3],[185,1],[190,1],[195,1],[215,1],[220,1],[225,1],[230,1],[235,2],[245,2],[255,2],[275,1],[285,1],[340,1],[370,1],[390,1],[405,1],[470,1],[490,1],[550,1],[700,1],[995,1],[1000,1]]",14931.98171,1
"40964",48005001001,"Texas",31.26878929,31.13047981,-94.74626923,-94.86641693,31.20238304,-94.81086731,"1078.639068",222,92.52873563,68.94409938,1244,2290,3182,3302,30820,"40","40838","10","10209.5",355977.378,770434.0967,982791.0246,1047866.175,10318187.79,"12465.04331","13475256.47","[[0,68],[5,42],[10,32],[15,14],[20,10],[25,5],[30,5],[35,3],[40,4],[45,1],[50,3],[55,3],[60,1],[65,2],[70,1],[75,1],[85,1],[90,1],[95,1],[105,2],[110,1],[115,2],[120,1],[125,1],[130,2],[135,1],[140,1],[165,1],[170,1],[180,1],[195,1],[200,1],[245,1],[270,1],[405,1],[495,1],[580,1],[995,1],[1000,2]]",6552.834609,0
"40965",48005001002,"Texas",31.26203918,31.07457924,-94.60453033,-94.81015778,31.1660614,-94.70739746,"1078.557917",163,96.50655022,73.75565611,962,1796,2246,2574,12695,"46","20273","11.5","5068.25",275514.0865,587271.7548,685889.0676,802222.7108,4204047.025,"13252.77832","6554944.644","[[0,36],[5,39],[10,24],[15,16],[20,9],[25,5],[30,7],[35,3],[45,2],[50,1],[55,2],[65,2],[75,3],[80,1],[85,1],[95,1],[100,1],[105,1],[110,1],[135,1],[150,1],[160,1],[165,1],[170,1],[175,1],[220,1],[995,1]]",3196.488148,0
"40966",48005001100,"Texas",31.44942093,31.19897079,-94.45596313,-94.66674042,31.33578682,-94.5821228,"1078.65",272,96.59863946,63.84976526,1611,3206,2359,2781,11132,"39","21089","9.75","5272.25",459364.7098,1042582.821,720058.6336,846663.8099,3696158.307,"12185.02092","6764828.282","[[0,53],[5,84],[10,48],[15,32],[20,19],[25,4],[30,6],[35,4],[40,4],[45,4],[50,1],[55,2],[60,1],[65,1],[70,1],[75,1],[80,2],[95,1],[135,1],[140,1],[145,1],[995,1]]",4133.311554,0
"40967",48005001300,"Texas",31.34268951,31.02609062,-94.35431671,-94.64932251,31.19503403,-94.5202179,"1078.65",91,78.04878049,56.875,1093,1478,1254,1380,4214,"34","9419","8.5","2354.75",309273.0343,489985.1152,391834.906,429950.5755,1404495.527,"10709.79871","3025539.158","[[0,27],[5,24],[10,16],[15,10],[20,2],[25,2],[30,1],[35,1],[50,1],[55,1],[85,1],[90,1],[115,1],[125,1],[365,1],[640,1]]",1848.605085,0
"40968",48007950100,"Texas",28.31924057,27.83544922,-96.79044342,-97.20401001,28.13425255,-96.96495056,"1120.3",2622,82.38651102,82.55667506,22553,29795,24638,31477,62259,"41","170722","10.25","42680.5",6857006.198,10529547.28,7820285.864,10689622.94,21670838.21,"13806.37216","57567300.49","[[0,467],[5,758],[10,553],[15,394],[20,171],[25,67],[30,44],[35,25],[40,22],[45,14],[50,10],[55,6],[60,7],[65,10],[70,13],[75,3],[80,7],[85,6],[90,4],[95,1],[100,2],[110,5],[115,3],[120,2],[125,2],[130,2],[135,2],[145,2],[150,3],[155,4],[160,1],[165,2],[170,1],[185,2],[205,1],[210,1],[225,1],[230,1],[235,1],[345,1],[890,1],[920,1]]",27992.77933,2
"40969",48007950200,"Texas",28.05389023,28.00938988,-96.98142242,-97.05207062,28.03536415,-97.02101898,"1120.3",1238,99.04622157,91.7037037,18014,21275,16005,18180,11623,"60","85097","15","21274.25",5442158.447,7556909.47,5037419.559,6252145.955,4022124.145,"19920.88368","28310757.58","[[0,92],[5,230],[10,293],[15,248],[20,184],[25,95],[30,30],[35,21],[40,16],[45,8],[50,7],[55,3],[60,4],[70,1],[90,1],[95,1],[130,1],[150,1],[155,1],[350,1]]",13496.59235,4
"40970",48007950300,"Texas",28.06621933,28.01976013,-97.04115295,-97.08876801,28.04350853,-97.06336212,"1120.277112",2502,98.08067664,82.98507463,19478,37440,20031,36351,81659,"39","194959","9.75","48739.75",5799002.466,13167433.2,6333044.381,12128289.67,28550372.14,"12645.68802","65978141.85","[[0,486],[5,790],[10,533],[15,281],[20,126],[25,59],[30,29],[35,25],[40,23],[45,17],[50,13],[55,13],[60,7],[65,6],[70,10],[75,9],[80,3],[85,4],[90,4],[95,2],[100,2],[105,2],[110,5],[115,2],[120,4],[125,1],[130,4],[135,4],[140,2],[145,1],[150,1],[155,3],[165,1],[170,2],[175,3],[180,1],[190,2],[200,1],[205,2],[215,1],[270,1],[280,1],[285,1],[290,1],[320,1],[345,1],[380,1],[390,1],[480,1],[540,1],[545,1],[580,1],[605,1],[740,1],[845,1],[995,2],[1000,2]]",32084.27628,1
"40971",48007950400,"Texas",28.03059006,27.99715042,-97.05116272,-97.09420776,28.01716423,-97.07090759,"1120.258127",1477,97.72020725,78.31389183,13592,21849,9748,10070,22572,"36","77831","9","19457.75",4099395.579,7819605.337,3185578.468,3326303.368,7832080.312,"11954.94619","26262963.06","[[0,331],[5,485],[10,332],[15,155],[20,62],[25,20],[30,30],[35,10],[40,9],[45,9],[50,6],[55,5],[60,2],[70,2],[75,1],[85,1],[90,3],[95,2],[100,3],[105,2],[110,1],[115,1],[135,1],[140,1],[240,1],[285,1],[995,1]]",12771.32303,3
"40972",48007950500,"Texas",28.08081055,27.86079979,-97.0207901,-97.26081848,27.99474335,-97.1325531,"1120.28253",2713,88.23977648,78.09441566,23533,28316,23611,24948,64869,"41","165277","10.25","41319.25",7193039.03,10143056.92,7824533.686,8264349.63,22716918.29,"13509.95894","56141897.55","[[0,570],[5,742],[10,556],[15,352],[20,178],[25,114],[30,51],[35,26],[40,30],[45,13],[50,14],[55,4],[60,5],[65,6],[70,6],[75,5],[80,6],[85,4],[90,6],[95,1],[105,1],[115,1],[120,1],[125,3],[130,1],[135,1],[140,1],[150,2],[155,3],[170,1],[175,2],[220,1],[275,1],[295,1],[370,1],[395,1],[655,1],[995,1]]",26970.92789,6
"40973",48009020100,"Texas",33.83607864,33.7455101,-98.42327881,-98.68756104,33.79677582,-98.53353119,"1195.097569",724,78.41365462,92.70166453,4279,12946,7787,11020,10452,"56","46484","14","11621",1335114.503,4934395.672,2569341.849,3873755.505,3755978.385,"20167.87052","16468585.91","[[0,63],[5,131],[10,197],[15,146],[20,99],[25,41],[30,20],[35,8],[40,5],[45,3],[55,2],[60,2],[80,3],[85,1],[90,1],[100,1],[135,1]]",8008.450155,1
"40974",48013960100,"Texas",29.14073944,28.63249969,-98.09831238,-98.49149323,28.88082504,-98.3228302,"1104.15",933,72.62731481,74.34262948,5622,9327,6898,8603,24279,"36","54729","9","13682.25",1690338.331,3299321.47,2190477.2,2885639.234,8365135.505,"11807.15701","18430911.74","[[0,208],[5,319],[10,176],[15,85],[20,42],[25,30],[30,19],[35,11],[40,2],[45,7],[50,6],[55,3],[60,3],[65,2],[70,6],[80,1],[85,1],[90,1],[100,1],[105,2],[110,1],[115,1],[125,1],[155,2],[180,1],[250,1],[995,1]]",8962.702612,0
"40975",48013960402,"Texas",29.04459953,28.92962074,-98.47743225,-98.57253265,28.98241043,-98.51014709,"1104.151509",2643,97.77059774,87.3430271,24501,36159,25713,33870,104783,"49","225026","12.25","56256.5",7347252.317,12734290,8084463.735,11338230.04,36121245.29,"16066.00232","75625481.39","[[0,372],[5,660],[10,590],[15,353],[20,258],[25,124],[30,65],[35,34],[40,24],[45,24],[50,11],[55,6],[60,13],[65,11],[70,7],[75,4],[80,6],[85,6],[90,3],[95,6],[100,3],[105,2],[110,4],[115,6],[120,4],[125,3],[130,4],[135,3],[140,1],[145,1],[150,2],[155,2],[165,1],[170,2],[175,1],[180,1],[185,1],[190,1],[200,2],[210,2],[220,1],[225,1],[230,1],[240,1],[270,1],[275,1],[290,1],[410,2],[440,1],[510,2],[605,1],[625,1],[670,1],[770,1],[905,1],[995,3]]",36775.64676,3
"40976",48013960600,"Texas",29.02957916,28.61265945,-98.29756927,-98.71022797,28.79646111,-98.51123047,"1104.15",1501,95.84699454,85.57582668,17094,19634,12241,14193,52930,"48","116092","12","29023",5301177.099,6844555.193,3730407.693,5053046.253,18297905.55,"16008.7593","39227091.79","[[0,236],[5,364],[10,353],[15,203],[20,118],[25,61],[30,33],[35,23],[40,16],[45,16],[50,12],[55,8],[60,9],[65,4],[70,4],[75,1],[85,4],[90,3],[95,2],[100,5],[105,1],[110,1],[120,2],[125,2],[130,2],[135,1],[140,2],[155,2],[165,1],[170,1],[175,1],[180,1],[215,1],[235,1],[255,1],[320,1],[345,1],[355,1],[390,1],[990,1],[995,1]]",19075.60315,0
"40977",48021950300,"Texas",30.21211052,29.95457077,-97.26718903,-97.56800079,30.08698845,-97.41455078,"1093.1",132,3.182858332,86.2745098,2092,2864,3386,4099,2182,"58","14623","14.5","3655.75",631424.5515,1019171.139,1073559.128,1364025.65,740987.9455,"18906.62388","4829168.414","[[0,9],[5,30],[10,28],[15,35],[20,13],[25,5],[30,2],[40,1],[50,1],[60,1],[70,1],[75,1],[80,1],[85,1],[220,1],[265,1],[990,1]]",2348.359157,0
"40978",48021950400,"Texas",30.15208054,30.06406021,-97.27094269,-97.35153198,30.10710526,-97.30843353,"1093.1",1643,89.41740413,67.75257732,14063,25039,18948,22173,93055,"42","173278","10.5","43319.5",4069472.386,8523768.704,5938122.157,7119661.435,31538499.46,"12946.08853","57189524.14","[[0,357],[5,425],[10,293],[15,176],[20,102],[25,47],[30,33],[35,18],[40,12],[45,21],[50,12],[55,7],[60,10],[65,10],[70,7],[75,8],[80,11],[85,11],[90,5],[95,3],[100,7],[105,3],[110,6],[115,4],[120,2],[125,4],[130,2],[140,2],[145,2],[150,3],[160,3],[165,3],[170,1],[175,2],[180,2],[190,1],[200,2],[205,1],[215,1],[225,1],[235,3],[240,1],[255,1],[265,1],[295,1],[330,1],[340,1],[350,1],[405,1],[435,1],[450,1],[465,1],[595,1],[660,1],[745,2],[995,5]]",27810.49059,0
"40979",48027020100,"Texas",31.27980042,30.96096039,-97.07019043,-97.40695953,31.12545967,-97.23213959,"1143.25",804,60.4005168,85.98930481,3343,10827,9653,9265,17234,"42","50322","10.5","12580.5",986190.2421,3859217.339,3083888.56,2963226.35,5945524.131,"13757.06614","16838046.62","[[0,114],[5,249],[10,260],[15,94],[20,51],[25,12],[30,2],[35,4],[40,1],[45,3],[50,2],[55,1],[70,2],[75,1],[145,1],[180,1],[245,1],[315,1],[390,1],[495,1],[540,1],[995,1]]",8188.113891,0
"40980",48027020201,"Texas",31.15608978,31.09641075,-97.43533325,-97.50891113,31.12825775,-97.4699707,"1143.247226",2304,97.43589744,81.93456615,5370,35476,23281,26703,19901,"37","110731","9.25","27682.75",1581556.224,12457643.16,7297038.233,8574046.353,6775560.254,"12237.54961","36685844.23","[[0,412],[5,860],[10,575],[15,250],[20,104],[25,32],[30,12],[35,7],[40,7],[45,5],[50,1],[55,7],[60,3],[65,3],[70,5],[75,4],[80,2],[85,2],[90,2],[95,2],[105,2],[115,1],[125,1],[130,1],[155,1],[165,1],[590,1],[645,1]]",17839.8289,9
"40981",48027020202,"Texas",31.32019997,31.13102913,-97.37297058,-97.63710022,31.22521019,-97.46649933,"1143.018182",1177,93.00437227,79.04633983,3916,13292,10929,11749,13760,"33","53646","8.25","13411.5",1180700.972,4617428.604,3424616.797,3759726.018,4674936.455,"10683.2748","17657408.85","[[0,259],[5,473],[10,239],[15,93],[20,48],[25,13],[30,9],[35,6],[40,2],[45,3],[50,3],[55,2],[60,3],[65,4],[70,2],[75,5],[80,1],[85,3],[90,1],[95,1],[100,2],[105,2],[110,2],[120,1]]",8586.558636,5
"40982",48027020300,"Texas",31.19297028,31.05732918,-97.35061646,-97.45330811,31.13653374,-97.40673065,"1143.25",3145,99.24516908,95.67995132,8618,46276,40746,42934,40949,"39","179523","9.75","44880.75",2579845.483,16742278.42,12942692.19,13706139.19,14027250.6,"12963.17299","59998205.88","[[0,280],[5,1342],[10,1005],[15,277],[20,87],[25,40],[30,20],[35,12],[40,9],[45,10],[50,5],[55,6],[60,10],[65,2],[70,6],[85,1],[90,3],[95,1],[100,3],[105,1],[110,1],[115,3],[125,1],[135,1],[140,1],[145,1],[150,1],[175,1],[195,1],[275,1],[305,1],[335,1],[385,3],[400,1],[490,1],[555,1],[730,1],[815,1],[870,1],[875,1],[995,1]]",29176.31445,6
"40983",48027020401,"Texas",31.18939018,31.10268021,-97.31439209,-97.37935638,31.14903641,-97.34848785,"1143.237604",1032,97.92387543,91.16607774,4942,15018,14520,13840,216022,"43","264342","10.75","66085.5",1456752.637,5469329.263,4760624.877,4452708.635,74871735.46,"14589.19663","91011150.87","[[0,110],[5,352],[10,209],[15,94],[20,48],[25,17],[30,17],[35,8],[40,6],[45,7],[50,7],[55,4],[60,7],[65,3],[70,6],[75,2],[80,5],[85,4],[90,5],[95,2],[100,9],[105,1],[110,4],[115,3],[120,3],[125,3],[130,1],[135,1],[150,1],[155,4],[160,2],[165,2],[175,2],[185,3],[195,2],[200,2],[210,2],[215,1],[230,1],[235,2],[240,2],[245,2],[280,1],[290,1],[295,1],[300,1],[305,1],[310,1],[315,1],[320,1],[330,1],[350,1],[355,3],[370,1],[380,1],[395,1],[400,3],[405,1],[430,1],[465,1],[490,1],[515,2],[520,1],[525,1],[535,1],[570,1],[575,1],[585,1],[640,1],[675,1],[695,2],[705,1],[750,1],[755,2],[770,1],[775,1],[790,1],[900,1],[930,1],[945,1],[960,1],[980,1],[990,1],[995,12],[1000,6]]",44257.48933,1
"40984",48027020402,"Texas",31.1737709,31.07884026,-97.24842834,-97.33374786,31.12344933,-97.29238129,"1143.25",408,91.98312236,62.3853211,1107,3814,3621,3725,9816,"25","22083","6.25","5520.75",336526.7956,1356819.223,1163336.722,1190872.708,3348840.327,"8302.750195","7396395.776","[[0,145],[5,169],[10,39],[15,10],[20,6],[25,6],[30,6],[35,1],[40,1],[45,6],[50,3],[55,2],[60,1],[65,1],[80,2],[85,1],[100,1],[105,1],[120,1],[130,1],[140,1],[200,1],[275,1],[325,1],[335,1]]",3596.767033,0
"40985",48027020500,"Texas",31.14616966,31.09864044,-97.32180023,-97.34091187,31.12100029,-97.33032227,"1143.25",925,98.51909587,73.18037975,3819,10735,8267,6378,15837,"28","45036","7","11259",1128011.843,3675378.064,2606764.144,1994630.004,5401633.23,"8974.864453","14806417.29","[[0,274],[5,371],[10,160],[15,55],[20,31],[25,8],[30,5],[35,4],[40,1],[45,1],[50,1],[60,1],[85,1],[95,1],[100,1],[110,1],[115,1],[125,1],[165,1],[170,1],[355,1],[455,1],[465,1],[500,1],[670,1]]",7200.160076,1
"40986",48027020600,"Texas",31.12874985,31.10287094,-97.33374786,-97.35028839,31.11541557,-97.34281921,"1143.25",753,98.74759152,73.46341463,2136,7370,7383,7967,21800,"27","46656","6.75","11664",632351.4854,2514111.282,2319820.706,2558105.032,7451645.62,"8652.355029","15476034.13","[[0,261],[5,262],[10,107],[15,44],[20,22],[25,12],[30,8],[35,3],[40,6],[45,1],[50,3],[55,1],[60,1],[65,1],[70,1],[75,1],[85,3],[90,4],[95,2],[100,1],[105,1],[110,1],[115,1],[245,1],[345,1],[350,1],[755,1],[995,2]]",7525.785671,0
"40987",48027020701,"Texas",31.10510063,31.09008026,-97.33247375,-97.34905243,31.09818077,-97.34113312,"1142.581182",487,97.92332268,79.44535073,1818,5254,4173,3967,53192,"53","68404","13.25","17101",539363.7182,1853560.367,1348588.745,1280058.226,18107664.13,"17496.08083","23129235.18","[[0,97],[5,102],[10,61],[15,42],[20,25],[25,21],[30,14],[35,16],[40,9],[45,11],[50,11],[55,6],[60,7],[65,4],[70,6],[75,2],[80,3],[85,2],[90,4],[95,1],[100,3],[105,2],[110,3],[115,8],[125,2],[130,3],[135,3],[140,1],[145,1],[155,1],[170,2],[185,1],[190,1],[220,2],[270,1],[300,1],[305,2],[310,1],[340,1],[360,1],[500,1],[575,1],[670,1]]",11247.43363,2
"40988",48027020702,"Texas",31.12235069,31.0869503,-97.33528137,-97.36934662,31.10069847,-97.35221863,"1142.615373",779,98.11490126,71.27172919,3764,12518,8242,7647,55332,"31","87503","7.75","21875.75",1115172.612,4473646.997,2658479.138,2459112.516,18927341.97,"10281.53754","29633753.23","[[0,244],[5,216],[10,68],[15,43],[20,24],[25,24],[30,18],[35,13],[40,6],[45,11],[50,23],[55,6],[60,7],[65,9],[70,4],[75,4],[80,8],[85,1],[90,3],[95,3],[100,2],[105,2],[110,3],[115,2],[120,3],[125,1],[130,1],[135,1],[140,1],[145,1],[150,1],[160,3],[165,3],[170,1],[195,1],[200,1],[205,1],[220,2],[225,1],[250,1],[255,1],[270,1],[280,2],[305,1],[325,1],[355,1],[360,1],[590,1],[625,1],[880,1],[995,1]]",14410.49261,2
"40989",48027020800,"Texas",31.09571075,31.02915001,-97.25787354,-97.33779144,31.06339455,-97.29902649,"1143.25",822,95.74132492,67.71004942,2877,8057,5760,5173,23885,"25","45752","6.25","11438",847760.8241,2805274.603,1836635.993,1632234.862,8205784.845,"8079.639307","15327691.13","[[0,308],[5,278],[10,100],[15,37],[20,25],[25,11],[30,10],[35,6],[40,8],[45,9],[50,5],[55,4],[65,3],[70,2],[75,1],[80,1],[85,1],[100,3],[135,1],[175,1],[180,2],[230,1],[250,1],[275,1],[280,1],[375,1],[995,1]]",7453.648482,0
"40990",48027020900,"Texas",31.08897972,31.02441978,-97.30944824,-97.35064697,31.05200958,-97.33297729,"1143.107428",446,97.90104948,68.30015314,2426,7643,5091,5033,31863,"25","52056","6.25","13014",700084.336,2723091.426,1636169.69,1614593.303,10904261.18,"8177.107806","17578199.94","[[0,163],[5,144],[10,41],[15,19],[20,10],[25,5],[30,5],[35,3],[40,6],[45,4],[50,2],[55,2],[60,5],[65,2],[70,2],[75,1],[80,1],[90,3],[105,1],[110,1],[115,3],[120,1],[125,1],[130,1],[145,1],[150,1],[160,2],[165,1],[170,1],[295,1],[305,1],[320,1],[325,2],[335,1],[360,1],[370,1],[460,1],[480,1],[535,1],[575,1],[700,1],[995,1]]",8548.040418,1
"40991",48027021000,"Texas",31.09309006,31.06705093,-97.34513092,-97.36802673,31.08070374,-97.35626221,"1143.25",1127,97.92302993,70.30567686,4282,12148,11418,11004,43749,"25","82601","6.25","20650.25",1278958.507,4260477.351,3645059.739,3458452.24,14887400.93,"8224.762073","27530348.77","[[0,404],[5,387],[10,118],[15,53],[20,31],[25,25],[30,14],[35,14],[40,8],[45,5],[50,4],[55,1],[60,2],[65,8],[70,3],[75,3],[80,2],[85,4],[90,2],[95,3],[100,1],[115,2],[120,1],[125,2],[130,3],[140,3],[150,1],[160,2],[170,1],[175,1],[180,3],[200,1],[215,2],[225,1],[240,1],[245,1],[290,1],[320,1],[330,1],[360,1],[415,1],[455,1],[480,1],[525,1],[755,1],[790,1]]",13387.63553,3
